Date,Price,Ticker,Return,Delta_Price,Volatility,Signal,Label,P/E Ratio,RSI,MACD,MACD_Signal,Bollinger_Upper,Bollinger_Lower
2020-01-31,74.83560180664062,AAPL,-0.04433899441199263,-3.4720840454101562,0.28064755878885805,-1,Sell,30.580303,49.368868042757455,0.9699983417453097,1.0007652305001749,79.39273769270277,71.72170703996325
2020-02-03,74.63008117675781,AAPL,-0.0027462948773210316,-0.2055206298828125,0.277977397476298,-1,Sell,30.580303,42.98745456552189,0.7635734186768417,0.9533268681355083,79.1601848230637,72.22578548333277
2020-02-04,77.09391021728516,AAPL,0.03301388664835936,2.4638290405273438,0.2985618702212953,1,Buy,30.580303,54.739621156077995,0.7896875657316542,0.9205990076547376,79.09324353469586,72.7533323930385
2020-02-05,77.72257232666016,AAPL,0.008154497645834091,0.628662109375,0.2975034814508594,1,Sell,30.580303,57.61874053613958,0.8512977629955856,0.9067387587229072,78.92248704384356,73.48165190268965
2020-02-06,78.63167572021484,AAPL,0.011696774390505427,0.9091033935546875,0.29551953354088634,1,Buy,30.580303,57.52908191738348,0.9623875299902522,0.9178685129763763,79.03365068356885,73.90290403444874
2020-02-07,77.56285858154297,AAPL,-0.013592704579702852,-1.068817138671875,0.29392470611628624,-1,Sell,30.580303,51.533776642116905,0.9531945269155102,0.9249337157642031,79.09624383751161,74.11013509925597
2020-02-10,77.93123626708984,AAPL,0.004749408315831927,0.368377685546875,0.29409390563660587,1,Sell,30.580303,54.317834485265124,0.964515670055377,0.932850106622438,79.19341661644604,74.30270002173755
2020-02-11,77.4610595703125,AAPL,-0.0060332251777186485,-0.47017669677734375,0.2862159698763196,-1,Sell,30.580303,51.98196897583896,0.9248869070168411,0.9312574667013187,79.25443301300834,74.32409710784128
2020-02-12,79.30059051513672,AAPL,0.023747815418848628,1.8395309448242188,0.29219638661483194,1,Buy,30.580303,55.95840688409318,1.0300419183883918,0.9510143570387334,79.61314534923075,74.33523645618918
2020-02-13,78.73588562011719,AAPL,-0.007121067968740347,-0.5647048950195312,0.2932480285354622,-1,Sell,30.580303,54.89962115939901,1.0556422699356176,0.9719399396181103,79.77119395729183,74.52296803001285
2020-02-14,78.75527954101562,AAPL,0.00024631615870829293,0.0193939208984375,0.29085983771710333,1,Sell,30.580303,62.79616106500978,1.0652165074880457,0.9905952531920975,79.95377709794121,74.5938074357502
2020-02-18,77.31322479248047,AAPL,-0.018310578756617013,-1.4420547485351562,0.2970670546453927,-1,Sell,30.580303,51.64692833159195,0.9455427648612016,0.9815847555259183,79.96441944773186,74.60799952809823
2020-02-19,78.43290710449219,AAPL,0.014482416365597217,1.1196823120117188,0.29989477600490716,1,Buy,30.580303,50.03950926428607,0.9303252561845738,0.9713328556576494,80.08176367259402,74.67968270802122
2020-02-20,77.62830352783203,AAPL,-0.01025849488899122,-0.8046035766601562,0.3025674437018141,-1,Sell,30.580303,47.79084802578502,0.8436158087278898,0.9457894462716976,80.1110299928133,74.73166104722576
2020-02-21,75.87116241455078,AAPL,-0.02263531512898853,-1.75714111328125,0.31312075908123943,-1,Sell,30.580303,53.79004195676103,0.6258964000174245,0.881810837020843,80.13238195603603,74.57884698683506
2020-02-24,72.26725769042969,AAPL,-0.04750032304012686,-3.6039047241210938,0.35460274152867954,-1,Sell,30.580303,43.07495328891644,0.16069481804922248,0.7375876332265189,80.71201084352894,73.52961055539684
2020-02-25,69.81940460205078,AAPL,-0.03387222881577634,-2.4478530883789062,0.3593530655397037,-1,Sell,30.580303,28.65963709807376,-0.4008809676717391,0.5098939130468674,81.63446762125606,72.1190747066248
